sku,barcode,category,subcategory,product_name,variant_name,net_content,selling_unit,retail_price_dzd,purchase_price_dzd,supplier_code,purchase_unit,units_per_purchase_unit,shelf_life_days,base_daily_rate,seasonality_profile,substitutability_tier
GDZ-0254,2000000002545,"Café, Thé & Petit Déjeuner",Café,Café Moulu Famico,Famico Exclusive Arabica Paquet 250g,250 g,piece,480.00,341.67,SUP-EPIC,carton,20,365,3.555,coffee_tea,3
GDZ-0255,2000000002552,"Café, Thé & Petit Déjeuner",Café,Café Moulu Famico,Famico Premium Blend Paquet 250g,250 g,piece,440.00,301.73,SUP-EPIC,carton,20,365,1.514,coffee_tea,3
GDZ-0256,2000000002569,"Café, Thé & Petit Déjeuner",Café,Café Moulu Boukhari,Boukhari Mélange Arabica-Robusta 250g,250 g,piece,450.00,299.94,SUP-EPIC,carton,20,365,1.006,coffee_tea,3
GDZ-0257,2000000002576,"Café, Thé & Petit Déjeuner",Café,Café Moulu Boukhari,Boukhari Familial Paquet 500g,500 g,piece,850.00,596.78,SUP-EPIC,carton,10,365,1.052,coffee_tea,3
GDZ-0258,2000000002583,"Café, Thé & Petit Déjeuner",Café,Café Moulu Bounab,Bounab Tradition Paquet 250g,250 g,piece,440.00,304.85,SUP-EPIC,carton,20,365,1.199,coffee_tea,3
GDZ-0259,2000000002590,"Café, Thé & Petit Déjeuner",Café,Café Moulu Taj Mahal,Taj Mahal Paquet 250g,250 g,piece,450.00,310.60,SUP-EPIC,carton,20,365,1.134,coffee_tea,3
GDZ-0260,2000000002606,"Café, Thé & Petit Déjeuner",Café,Café Soluble Nescafé DZ,Nescafé Classic Bocal 50g,50 g,piece,512.00,358.51,SUP-EPIC,carton,24,540,0.740,coffee_tea,3
GDZ-0261,2000000002613,"Café, Thé & Petit Déjeuner",Café,Café Soluble Nescafé DZ,Nescafé Classic Bocal 100g,100 g,piece,720.00,504.90,SUP-EPIC,carton,12,540,0.171,coffee_tea,3
GDZ-0262,2000000002620,"Café, Thé & Petit Déjeuner",Café,Café Soluble Nescafé DZ,Nescafé Classic Bocal 200g,200 g,piece,1390.00,942.52,SUP-EPIC,carton,6,540,0.253,coffee_tea,3
GDZ-0263,2000000002637,"Café, Thé & Petit Déjeuner",Café,Café Soluble Nescafé DZ,Nescafé 3in1 Stick Sachet 18g,18 g,piece,40.00,27.62,SUP-EPIC,carton,12,540,0.292,coffee_tea,3
GDZ-0264,2000000002644,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Vert de Chine Ahmed Abdi,Thé Vert Vertus Boîte 200g,200 g,piece,293.00,195.15,SUP-EPIC,carton,24,730,0.984,coffee_tea,3
GDZ-0265,2000000002651,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Vert de Chine Ahmed Abdi,Thé Vert Nouveauté Boîte 250g,250 g,piece,310.00,220.52,SUP-EPIC,carton,20,730,0.459,coffee_tea,3
GDZ-0266,2000000002668,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Vert El Badr,Thé Vert Extra Boîte 250g,250 g,piece,310.00,214.41,SUP-EPIC,carton,20,730,0.712,coffee_tea,3
GDZ-0267,2000000002675,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Vert La Boussole,Thé Vert Chine Graines Boîte 250g,250 g,piece,341.00,229.05,SUP-EPIC,carton,20,730,0.518,coffee_tea,3
GDZ-0268,2000000002682,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Vert El Ghaf,Thé Vert Traditionnel Boîte 250g,250 g,piece,323.00,214.81,SUP-EPIC,carton,20,730,0.779,coffee_tea,3
GDZ-0269,2000000002699,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Noir & Infusions Lipton,Thé Noir Yellow Label Boîte 25 Sachets,25 pcs,piece,180.00,120.54,SUP-EPIC,carton,24,730,0.533,coffee_tea,2
GDZ-0270,2000000002705,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Noir & Infusions Lipton,Thé Noir Yellow Label Boîte 100 Sachets,100 pcs,piece,660.00,438.32,SUP-EPIC,carton,6,730,0.255,coffee_tea,2
GDZ-0271,2000000002712,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Noir & Infusions El Baraka,Infusion Verveine Boîte 20 Sachets,20 pcs,piece,150.00,101.59,SUP-EPIC,carton,24,730,0.460,coffee_tea,2
GDZ-0272,2000000002729,"Café, Thé & Petit Déjeuner",Thé & Infusions,Thé Noir & Infusions El Baraka,Infusion Camomille Boîte 20 Sachets,20 pcs,piece,150.00,101.57,SUP-EPIC,carton,24,730,0.291,coffee_tea,2
GDZ-0273,2000000002736,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre Blanc Cevital,Sucre Cristallisé Sachet 1kg,1000 g,piece,95.00,81.79,SUP-CEVI,carton,10,1095,3.140,ramadan_staples,1
GDZ-0274,2000000002743,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre Blanc Cevital,Sucre Cristallisé Sachet 2kg,2000 g,piece,185.00,159.89,SUP-CEVI,carton,6,1095,1.844,ramadan_staples,1
GDZ-0275,2000000002750,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre Blanc Cevital,Sucre Cristallisé Sac 5kg,5000 g,piece,450.00,385.38,SUP-CEVI,carton,2,1095,0.996,ramadan_staples,1
GDZ-0276,2000000002767,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre Roux Skor Cevital,Skor Roux Doypack 500g,500 g,piece,130.00,106.31,SUP-CEVI,carton,20,1095,0.380,coffee_tea,2
GDZ-0277,2000000002774,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre en Morceaux Cevital,Sucre Morceaux Enveloppé Boîte 1kg,1000 g,piece,262.00,212.04,SUP-CEVI,carton,10,1095,0.267,coffee_tea,2
GDZ-0278,2000000002781,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Sucre en Morceaux Cevital,Sucre Morceaux Boîte 500g,500 g,piece,140.00,111.62,SUP-CEVI,carton,20,1095,0.527,coffee_tea,2
GDZ-0279,2000000002798,"Café, Thé & Petit Déjeuner",Sucre & Édulcorants,Édulcorant MagiLight,Substitut de Sucre Poudre 100g,100 g,piece,252.00,206.25,SUP-EPIC,carton,20,1095,0.338,coffee_tea,2
GDZ-0280,2000000002804,"Café, Thé & Petit Déjeuner",Miel & Sirop de Glucose,Miel Naturel Raby,Miel de Fleurs Bocal 250g,250 g,piece,884.00,547.94,SUP-EPIC,carton,24,730,0.204,ramadan_sweets,3
GDZ-0281,2000000002811,"Café, Thé & Petit Déjeuner",Miel & Sirop de Glucose,Miel Naturel Raby,Miel de Fleurs Bocal 500g,500 g,piece,1260.00,743.04,SUP-EPIC,carton,12,730,0.219,ramadan_sweets,3
GDZ-0282,2000000002828,"Café, Thé & Petit Déjeuner",Miel & Sirop de Glucose,Miel El Badr,Miel Pur Bocal 375g,375 g,piece,1080.00,725.13,SUP-EPIC,carton,20,730,0.247,ramadan_sweets,3
GDZ-0283,2000000002835,"Café, Thé & Petit Déjeuner",Miel & Sirop de Glucose,Sirop de Glucose Cevital,Sirop de Glucose Pot 500g,500 g,piece,251.00,184.17,SUP-CEVI,carton,12,540,0.290,ramadan_baking,2
GDZ-0284,2000000002842,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Céréales Ringosso,Ringosso Chocolat Boîte 375g,375 g,piece,430.00,254.15,SUP-EPIC,carton,12,270,0.485,breakfast,2
GDZ-0285,2000000002859,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Céréales Ringosso,Ringosso Miel Boîte 375g,375 g,piece,480.00,291.50,SUP-EPIC,carton,12,270,0.223,breakfast,2
GDZ-0286,2000000002866,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Céréales Bimo,Choco Pops Bimo Boîte 250g,250 g,piece,370.00,229.09,SUP-EPIC,carton,20,270,0.624,breakfast,2
GDZ-0287,2000000002873,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Céréales Fula,Corn Flakes Fula Boîte 300g,300 g,piece,390.00,231.25,SUP-EPIC,carton,12,270,0.565,breakfast,2
GDZ-0288,2000000002880,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Céréales Fitness DZ,Fitness Nature Boîte 375g,375 g,piece,481.00,311.26,SUP-EPIC,carton,12,270,0.305,breakfast,2
GDZ-0289,2000000002897,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Poudre Chocolatée Nesquik,Nesquik Chocolat Poudre Boîte 250g,250 g,piece,463.00,303.73,SUP-EPIC,carton,20,365,0.382,breakfast,2
GDZ-0290,2000000002903,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Poudre Chocolatée Nesquik,Nesquik Chocolat Poudre Boîte 450g,450 g,piece,720.00,445.79,SUP-EPIC,carton,10,365,0.216,breakfast,2
GDZ-0291,2000000002910,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Poudre Chocolatée Bimo,Choco Poudre Bimo Sachet 250g,250 g,piece,254.00,159.74,SUP-EPIC,carton,12,365,0.536,breakfast,2
GDZ-0292,2000000002927,"Café, Thé & Petit Déjeuner",Céréales & Poudres Chocolatées,Poudre Chocolatée Poulain,Chocolat en Poudre Boîte 400g,400 g,piece,633.00,415.70,SUP-EPIC,carton,12,365,0.613,breakfast,2
GDZ-0293,2000000002934,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Alimentation Bébé Blédilait,Blédilait 1er Âge Boîte 400g,400 g,piece,1121.00,907.57,SUP-EPIC,carton,12,540,0.234,baby,3
GDZ-0294,2000000002941,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Alimentation Bébé Blédilait,Blédilait 2ème Âge Boîte 400g,400 g,piece,1200.00,974.11,SUP-EPIC,carton,12,540,0.255,baby,3
GDZ-0295,2000000002958,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Alimentation Bébé Blédilait,Blédilait Croissance 3ème Âge 400g,400 g,piece,1180.00,969.66,SUP-EPIC,carton,12,540,0.234,baby,3
GDZ-0296,2000000002965,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Alimentation Bébé Guigoz,Guigoz 1er Âge Boîte 400g,400 g,piece,1380.00,1124.22,SUP-EPIC,carton,12,540,0.256,baby,3
GDZ-0297,2000000002972,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Alimentation Bébé Guigoz,Guigoz 2ème Âge Boîte 400g,400 g,piece,1400.00,1109.90,SUP-EPIC,carton,12,540,0.343,baby,3
GDZ-0298,2000000002989,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Céréales Bébé Cérélac,Cérélac Blé Lacté Boîte 250g,250 g,piece,440.00,349.78,SUP-EPIC,carton,12,365,0.362,baby,3
GDZ-0299,2000000002996,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Céréales Bébé Cérélac,Cérélac Blé-Miel Boîte 250g,250 g,piece,422.00,334.69,SUP-EPIC,carton,12,365,0.222,baby,3
GDZ-0300,2000000003009,"Café, Thé & Petit Déjeuner",Alimentation Bébé,Compotes Bébé Blédina,Compote Pomme-Banane Pot 130g,130 g,piece,133.00,104.01,SUP-EPIC,carton,12,365,0.410,baby,3
GDZ-0301,2000000003016,Hygiène & Soins Personnels,Soins Cheveux,Shampooing Venus Sidal,Shampooing Khouzama Lavande 400ml,400 ml,piece,340.00,219.83,SUP-DROG,carton,12,,0.473,hygiene,2
GDZ-0302,2000000003023,Hygiène & Soins Personnels,Soins Cheveux,Shampooing Venus Sidal,Shampooing Protéines d'Œuf 400ml,400 ml,piece,340.00,214.73,SUP-DROG,carton,12,,0.344,hygiene,2
GDZ-0303,2000000003030,Hygiène & Soins Personnels,Soins Cheveux,Shampooing Venus Sidal,Shampooing Antipelliculaire 400ml,400 ml,piece,341.00,227.74,SUP-DROG,carton,12,,0.353,hygiene,2
GDZ-0304,2000000003047,Hygiène & Soins Personnels,Soins Cheveux,Shampooing Venus Sidal,Shampooing Beurre de Karité 400ml,400 ml,piece,350.00,207.32,SUP-DROG,carton,12,,0.315,hygiene,2
GDZ-0305,2000000003054,Hygiène & Soins Personnels,Soins Cheveux,Shampooing Venus Sidal,Shampooing Doux Enfant 250ml,250 ml,piece,243.00,143.46,SUP-DROG,carton,20,,0.488,hygiene,2
GDZ-0306,2000000003061,Hygiène & Soins Personnels,Soins Cheveux,Après-Shampooing & Masque Venus,Après-Shampooing Argan 400ml,400 ml,piece,320.00,207.93,SUP-DROG,carton,12,,0.527,hygiene,2
GDZ-0307,2000000003078,Hygiène & Soins Personnels,Soins Cheveux,Après-Shampooing & Masque Venus,Masque Capillaire Nourrissant 300ml,300 ml,piece,340.00,226.58,SUP-DROG,carton,20,,0.215,hygiene,2
GDZ-0308,2000000003085,Hygiène & Soins Personnels,Soins Cheveux,Shampooing & Gel Douche Swalis,Shampooing Huile d'Argan 400ml,400 ml,piece,343.00,218.75,SUP-DROG,carton,12,,0.416,hygiene,2
GDZ-0309,2000000003092,Hygiène & Soins Personnels,Soins Cheveux,Shampooing & Gel Douche Swalis,Shampooing Noix de Coco 400ml,400 ml,piece,320.00,207.27,SUP-DROG,carton,12,,0.517,hygiene,2
GDZ-0310,2000000003108,Hygiène & Soins Personnels,Soins Cheveux,Shampooing & Gel Douche Swalis,Gel Douche Parfum Mangue 500ml,500 ml,piece,314.00,189.47,SUP-DROG,carton,12,,0.375,hygiene,2
GDZ-0311,2000000003115,Hygiène & Soins Personnels,Soins Cheveux,Shampooing & Gel Douche Swalis,Gel Douche Parfum Vanille 500ml,500 ml,piece,290.00,193.45,SUP-DROG,carton,12,,0.281,hygiene,2
GDZ-0312,2000000003122,Hygiène & Soins Personnels,Savons & Gels Douche,Savon de Toilette Astra,Savon Astra Parfum Rose 100g,100 g,piece,60.00,35.59,SUP-DROG,carton,48,,1.255,hygiene,1
GDZ-0313,2000000003139,Hygiène & Soins Personnels,Savons & Gels Douche,Savon de Toilette Astra,Savon Astra Parfum Lavande 100g,100 g,piece,65.00,42.70,SUP-DROG,carton,48,,0.677,hygiene,1
GDZ-0314,2000000003146,Hygiène & Soins Personnels,Savons & Gels Douche,Savon de Toilette Astra,Savon Astra Parfum Jasmin 100g,100 g,piece,70.00,44.59,SUP-DROG,carton,48,,0.499,hygiene,1
GDZ-0315,2000000003153,Hygiène & Soins Personnels,Savons & Gels Douche,Savon Marseille Le Chat DZ,Savon Pur Marseille Pain 150g,150 g,piece,99.00,62.31,SUP-DROG,carton,30,,0.710,hygiene,1
GDZ-0316,2000000003160,Hygiène & Soins Personnels,Savons & Gels Douche,Savon de Toilette Palmolive,Savon Palmolive Olive 90g,90 g,piece,110.00,72.88,SUP-DROG,carton,48,,0.662,hygiene,1
GDZ-0317,2000000003177,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Dentifrice Signal,Dentifrice Integral 8 Tube 75ml,75 ml,piece,240.00,159.10,SUP-DROG,carton,12,,0.498,hygiene,2
GDZ-0318,2000000003184,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Dentifrice Signal,Dentifrice White Now Tube 75ml,75 ml,piece,260.00,170.67,SUP-DROG,carton,12,,0.371,hygiene,2
GDZ-0319,2000000003191,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Dentifrice Dentex,Dentifrice Herbal Tube 100ml,100 ml,piece,152.00,98.36,SUP-DROG,carton,12,,0.726,hygiene,2
GDZ-0320,2000000003207,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Dentifrice Colgate,Dentifrice Triple Action Tube 75ml,75 ml,piece,240.00,143.88,SUP-DROG,carton,12,,0.351,hygiene,2
GDZ-0321,2000000003214,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Dentifrice Colgate,Dentifrice Max Fresh Tube 75ml,75 ml,piece,241.00,142.93,SUP-DROG,carton,12,,0.407,hygiene,2
GDZ-0322,2000000003221,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Brosses à Dents Signal,Brosse à Dents Souple 1 pièce,1 pcs,piece,140.00,85.65,SUP-DROG,carton,12,,0.165,hygiene,2
GDZ-0323,2000000003238,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Brosses à Dents Signal,Brosse à Dents Moyenne 1 pièce,1 pcs,piece,153.00,97.20,SUP-DROG,carton,12,,0.232,hygiene,2
GDZ-0324,2000000003245,Hygiène & Soins Personnels,Hygiène Bucco-Dentaire,Brosses à Dents Jordan,Brosse à Dents Medium 1 pièce,1 pcs,piece,130.00,85.72,SUP-DROG,carton,12,,0.410,hygiene,2
GDZ-0325,2000000003252,Hygiène & Soins Personnels,Déodorants,Déodorants Venus,Roll-On Fraîcheur Extrême 50ml,50 ml,piece,290.00,182.70,SUP-DROG,carton,12,,0.250,hygiene_summer,2
GDZ-0326,2000000003269,Hygiène & Soins Personnels,Déodorants,Déodorants Venus,Roll-On Invisible Anti-Traces 50ml,50 ml,piece,280.00,175.46,SUP-DROG,carton,12,,0.259,hygiene_summer,2
GDZ-0327,2000000003276,Hygiène & Soins Personnels,Déodorants,Déodorants Fa,Spray Pink Passion 150ml,150 ml,piece,461.00,277.54,SUP-DROG,carton,12,,0.270,hygiene_summer,2
GDZ-0328,2000000003283,Hygiène & Soins Personnels,Déodorants,Déodorants Fa,Spray Sport Energy 150ml,150 ml,piece,460.00,290.28,SUP-DROG,carton,12,,0.219,hygiene_summer,2
GDZ-0329,2000000003290,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Dalaa,Dalaa Taille 2 Mini Paquet 40p,40 pcs,piece,1193.00,888.63,SUP-DROG,carton,6,,0.359,baby,3
GDZ-0330,2000000003306,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Dalaa,Dalaa Taille 3 Midi Paquet 44p,44 pcs,piece,1410.00,1060.90,SUP-DROG,carton,6,,0.550,baby,3
GDZ-0331,2000000003313,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Dalaa,Dalaa Taille 4 Maxi Paquet 40p,40 pcs,piece,1280.00,959.49,SUP-DROG,carton,6,,0.218,baby,3
GDZ-0332,2000000003320,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Dalaa,Dalaa Taille 5 Junior Paquet 36p,36 pcs,piece,1140.00,831.50,SUP-DROG,carton,6,,0.257,baby,3
GDZ-0333,2000000003337,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Molfix,Molfix Taille 3 Midi Paquet 42p,42 pcs,piece,1620.00,1206.58,SUP-DROG,carton,6,,0.421,baby,3
GDZ-0334,2000000003344,Hygiène & Soins Personnels,Hygiène Bébé,Couches Bébé Molfix,Molfix Taille 4 Maxi Paquet 38p,38 pcs,piece,1380.00,1041.24,SUP-DROG,carton,6,,0.184,baby,3
GDZ-0335,2000000003351,Hygiène & Soins Personnels,Hygiène Bébé,Lingettes Bébé Dalaa,Lingettes Douces Paquet 72p,72 pcs,piece,253.00,155.39,SUP-DROG,carton,24,,0.284,baby,2
GDZ-0336,2000000003368,Hygiène & Soins Personnels,Hygiène Bébé,Lingettes Bébé Venus,Lingettes Bébé Apaisantes Paquet 80p,80 pcs,piece,274.00,165.96,SUP-DROG,carton,20,,0.694,baby,2
GDZ-0337,2000000003375,Hygiène & Soins Personnels,Hygiène Bébé,Lingettes Bébé Fresh,Lingettes Fresh Paquet 64p,64 pcs,piece,240.00,154.68,SUP-DROG,carton,30,,0.341,baby,2
GDZ-0338,2000000003382,Hygiène & Soins Personnels,Protections Féminines,Protections Féminines Molped,Molped Maxi Normal Paquet 10p,10 pcs,piece,204.00,120.94,SUP-DROG,carton,24,,0.750,flat,3
GDZ-0339,2000000003399,Hygiène & Soins Personnels,Protections Féminines,Protections Féminines Molped,Molped Longue Paquet 8p,8 pcs,piece,170.00,113.22,SUP-DROG,carton,30,,0.445,flat,3
GDZ-0340,2000000003405,Hygiène & Soins Personnels,Protections Féminines,Protections Féminines Molped,Molped Nuit Paquet 7p,7 pcs,piece,160.00,98.66,SUP-DROG,carton,30,,0.501,flat,3
GDZ-0341,2000000003412,Hygiène & Soins Personnels,Protections Féminines,Protections Féminines Always,Always Ultra Normal Paquet 10p,10 pcs,piece,290.00,170.62,SUP-DROG,carton,24,,0.822,flat,3
GDZ-0342,2000000003429,Hygiène & Soins Personnels,Protections Féminines,Protections Féminines Always,Always Night Paquet 8p,8 pcs,piece,230.00,143.04,SUP-DROG,carton,30,,0.710,flat,3
GDZ-0343,2000000003436,Hygiène & Soins Personnels,Papier & Emballage,Papier Toilette & Mouchoirs Fine,Papier Toilette 2 Épaisseurs 4 Rouleaux,4 pcs,piece,204.00,122.90,SUP-DROG,carton,12,,0.841,hygiene,1
GDZ-0344,2000000003443,Hygiène & Soins Personnels,Papier & Emballage,Papier Toilette & Mouchoirs Fine,Papier Toilette 2 Épaisseurs 12 Rouleaux,12 pcs,piece,490.00,309.90,SUP-DROG,carton,4,,0.369,hygiene,1
GDZ-0345,2000000003450,Hygiène & Soins Personnels,Papier & Emballage,Papier Toilette & Mouchoirs Fine,Mouchoirs Boîte 100p,100 pcs,piece,130.00,86.75,SUP-DROG,carton,12,,0.472,hygiene,1
GDZ-0346,2000000003467,Hygiène & Soins Personnels,Papier & Emballage,Papier Toilette & Mouchoirs Fine,Mouchoirs Pochette 10x10p,100 pcs,piece,110.00,71.63,SUP-DROG,carton,12,,0.375,hygiene,1
GDZ-0347,2000000003474,Hygiène & Soins Personnels,Papier & Emballage,Essuie-tout & Aluminium Fine,Essuie-tout Ménager 2 Rouleaux,2 pcs,piece,180.00,115.61,SUP-DROG,carton,12,,0.523,hygiene,1
GDZ-0348,2000000003481,Hygiène & Soins Personnels,Papier & Emballage,Essuie-tout & Aluminium Fine,Papier Aluminium 10 mètres,10 m,piece,250.00,147.72,SUP-DROG,carton,12,,0.186,hygiene,1
GDZ-0349,2000000003498,Hygiène & Soins Personnels,Papier & Emballage,Essuie-tout & Aluminium Fine,Film Étirable Transparent 30 mètres,30 m,piece,212.00,126.72,SUP-DROG,carton,12,,0.091,hygiene,1
GDZ-0350,2000000003504,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Isis ENAD,Isis Poudre Lavage Main Sachet 500g,500 g,piece,202.00,131.16,SUP-DROG,carton,24,,0.759,cleaning,2
GDZ-0351,2000000003511,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Isis ENAD,Isis Poudre Lavage Main Sachet 1kg,1000 g,piece,300.00,204.80,SUP-DROG,carton,12,,0.441,cleaning,2
GDZ-0352,2000000003528,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Isis ENAD,Isis Poudre Automatique Sac 3kg,3000 g,piece,800.00,540.57,SUP-DROG,carton,4,,0.338,cleaning,2
GDZ-0353,2000000003535,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Isis ENAD,Isis Poudre Automatique Sac 5kg,5000 g,piece,1153.00,745.41,SUP-DROG,carton,2,,0.128,cleaning,2
GDZ-0354,2000000003542,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Isis ENAD,Isis Poudre Rose Parfumée 500g,500 g,piece,204.00,124.92,SUP-DROG,carton,24,,0.378,cleaning,2
GDZ-0355,2000000003559,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Le Chat DZ,Le Chat Poudre Main Sachet 500g,500 g,piece,220.00,146.16,SUP-DROG,carton,24,,0.901,cleaning,2
GDZ-0356,2000000003566,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Le Chat DZ,Le Chat Automatique Sac 3kg,3000 g,piece,850.00,537.53,SUP-DROG,carton,4,,0.452,cleaning,2
GDZ-0357,2000000003573,Détergents & Produits d'Entretien,Lessives,Lessive en Poudre Le Chat DZ,Le Chat Automatique Sac 6kg,6000 g,piece,1730.00,1130.65,SUP-DROG,carton,2,,0.219,cleaning,2
GDZ-0358,2000000003580,Détergents & Produits d'Entretien,Lessives,Lessive Liquide Omo,Omo Liquide Concentré Bidon 2.5L,2500 ml,piece,1060.00,679.96,SUP-DROG,carton,4,,0.255,cleaning,3
GDZ-0359,2000000003597,Détergents & Produits d'Entretien,Lessives,Lessive Liquide Nadhif,Nadhif Gel Automatique Bidon 3L,3000 ml,piece,800.00,505.24,SUP-DROG,carton,4,,0.176,cleaning,3
GDZ-0360,2000000003603,Détergents & Produits d'Entretien,Lessives,Lessive Liquide Le Chat DZ,Le Chat Gel Savon de Marseille 2.5L,2500 ml,piece,1044.00,661.34,SUP-DROG,carton,4,,0.337,cleaning,3
GDZ-0361,2000000003610,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Groom,Groom Liquide Vaisselle Citron 750ml,750 ml,piece,190.00,122.92,SUP-DROG,carton,12,,1.056,cleaning,2
GDZ-0362,2000000003627,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Groom,Groom Liquide Vaisselle Pomme 750ml,750 ml,piece,200.00,134.62,SUP-DROG,carton,12,,1.141,cleaning,2
GDZ-0363,2000000003634,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Groom,Groom Liquide Vaisselle Citron 1.5L,1500 ml,piece,370.00,230.50,SUP-DROG,carton,6,,0.543,cleaning,2
GDZ-0364,2000000003641,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Pril Isis,Pril Isis Concentré Citron 650ml,650 ml,piece,180.00,113.65,SUP-DROG,carton,12,,0.584,cleaning,2
GDZ-0365,2000000003658,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Pril Isis,Pril Isis Concentré Pomme 650ml,650 ml,piece,170.00,114.46,SUP-DROG,carton,12,,1.022,cleaning,2
GDZ-0366,2000000003665,Détergents & Produits d'Entretien,Vaisselle,Liquide Vaisselle Pril Isis,Pril Isis Concentré Citron 1.25L,1250 ml,piece,280.00,186.80,SUP-DROG,carton,6,,0.789,cleaning,2
GDZ-0367,2000000003672,Détergents & Produits d'Entretien,Javel & Nettoyants,Eau de Javel Berrek,Javel Berrek Concentrée Bouteille 1L,1000 ml,piece,85.00,56.28,SUP-DROG,carton,12,,1.166,cleaning,1
GDZ-0368,2000000003689,Détergents & Produits d'Entretien,Javel & Nettoyants,Eau de Javel Berrek,Javel Berrek Concentrée Bouteille 2L,2000 ml,piece,170.00,115.30,SUP-DROG,carton,6,,1.004,cleaning,1
GDZ-0369,2000000003696,Détergents & Produits d'Entretien,Javel & Nettoyants,Eau de Javel Berrek,Javel Berrek Concentrée Bidon 5L,5000 ml,piece,340.00,218.53,SUP-DROG,carton,2,,0.262,cleaning,1
GDZ-0370,2000000003702,Détergents & Produits d'Entretien,Javel & Nettoyants,Eau de Javel Berrek,Javel Parfumée Citron Bouteille 1L,1000 ml,piece,85.00,56.03,SUP-DROG,carton,12,,0.827,cleaning,1
GDZ-0371,2000000003719,Détergents & Produits d'Entretien,Javel & Nettoyants,Eau de Javel Croix,Javel Croix Bouteille 1L,1000 ml,piece,85.00,53.23,SUP-DROG,carton,12,,1.671,cleaning,1
GDZ-0372,2000000003726,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyant Sol Groom,Nettoyant Sol Lavande Bouteille 1L,1000 ml,piece,181.00,116.13,SUP-DROG,carton,12,,1.146,cleaning,2
GDZ-0373,2000000003733,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyant Sol Groom,Nettoyant Sol Jasmin Bouteille 1L,1000 ml,piece,190.00,130.28,SUP-DROG,carton,12,,0.226,cleaning,2
GDZ-0374,2000000003740,Détergents & Produits d'Entretien,Javel & Nettoyants,Nettoyant Sol Groom,Nettoyant Sol Pin Bouteille 1L,1000 ml,piece,182.00,122.48,SUP-DROG,carton,12,,0.424,cleaning,2
